clique_id,size,hard_coherence,soft_coherence
0,2,1.0,1.0
1,3,1.0,0.6666666666666666
2,2,1.0,1.0
3,2,0.5,0.3333333333333333
4,2,0.5,0.3333333333333333
5,2,0.5,0.3333333333333333
6,2,1.0,0.6666666666666666
7,2,1.0,0.3333333333333333
8,3,0.6666666666666666,0.5555555555555555
9,2,1.0,1.0
10,4,0.75,0.8333333333333334
11,4,0.5,0.8333333333333334
12,2,1.0,1.0
13,3,1.0,0.7777777777777777
14,5,0.6,0.8666666666666666
15,6,0.5,0.7999999999999999
16,7,0.5714285714285714,0.8412698412698412
17,7,0.5714285714285714,0.8412698412698412
18,8,0.625,0.8214285714285714
19,8,0.5,0.8095238095238095
20,6,0.8333333333333334,0.7999999999999999
21,2,1.0,0.5
22,2,0.5,0.3333333333333333
23,3,0.6666666666666666,0.7777777777777777
24,2,1.0,0.6666666666666666
25,3,0.6666666666666666,1.0
26,2,1.0,1.0
27,3,0.6666666666666666,1.0
28,4,0.5,1.0
29,4,0.5,1.0
30,2,0.5,0.6666666666666666
31,3,0.6666666666666666,1.0
32,4,0.75,0.7777777777777777
33,3,0.6666666666666666,1.0
34,6,0.6666666666666666,0.8222222222222222
35,5,0.8,0.8666666666666666
36,7,0.5714285714285714,0.9047619047619048
37,8,0.5,0.8571428571428573
38,8,0.625,0.9166666666666666
39,8,0.5,0.8571428571428571
40,7,0.5714285714285714,0.8412698412698413
41,7,0.5714285714285714,0.9047619047619048
42,7,0.5714285714285714,0.9047619047619048
43,7,0.5714285714285714,0.8412698412698413
44,9,0.5555555555555556,0.8703703703703703
45,8,0.75,0.9166666666666666
46,8,0.625,0.8571428571428573
47,9,0.5555555555555556,0.8333333333333334
48,8,0.625,0.8571428571428571
49,7,0.5714285714285714,0.8412698412698412
50,9,0.5555555555555556,0.8703703703703703
51,9,0.5555555555555556,0.9259259259259258
52,9,0.5555555555555556,0.8703703703703705
53,9,0.5555555555555556,0.8703703703703705
54,8,0.75,0.9166666666666666
55,8,0.625,0.8571428571428573
56,8,0.75,0.9166666666666666
57,7,0.7142857142857143,0.9047619047619048
58,8,0.5,0.9166666666666666
