model,tau,total_cliques,analyzed_cliques,avg_lexical_domain_purity,median_lexical_domain_purity,min_lexical_domain_purity,max_lexical_domain_purity,perfect_lexical_domain_count,perfect_lexical_domain_ratio,avg_purity,perfect_purity_ratio
rotate,0.45,29393,27556,0.9903344876925947,1.0,0.2,1.0,26998,0.9797503266076354,0.9903344876925947,0.9797503266076354
rotate,0.5,13017,10372,0.942196940480782,1.0,0.25,1.0,9094,0.8767836482838411,0.942196940480782,0.8767836482838411
rotate,0.55,7868,6399,0.9492186279106107,1.0,0.25,1.0,5741,0.8971714330364119,0.9492186279106107,0.8971714330364119
rotate,0.6,4860,4110,0.9578903564669987,1.0,0.2222222222222222,1.0,3765,0.916058394160584,0.9578903564669987,0.916058394160584
rotate,0.65,3230,2785,0.9694554159186116,1.0,0.25,1.0,2618,0.940035906642729,0.9694554159186116,0.940035906642729
rotate,0.7,1351,1125,0.9657777777777777,1.0,0.3333333333333333,1.0,1048,0.9315555555555556,0.9657777777777777,0.9315555555555556
rotate,0.75,403,314,0.9708067940552019,1.0,0.5,1.0,295,0.9394904458598726,0.9708067940552019,0.9394904458598726
