model,tau,cluster_id,size,labelled_size,lexical_domain_purity,n_distinct_domains,dominant_domain
rotate,0.45,11072,14,14,1.0,1,noun.plant
rotate,0.45,11073,14,14,1.0,1,noun.plant
rotate,0.45,11074,14,14,1.0,1,noun.plant
rotate,0.45,11075,14,14,1.0,1,noun.plant
rotate,0.45,11076,14,14,1.0,1,noun.plant
rotate,0.45,11077,14,14,1.0,1,noun.plant
rotate,0.45,11078,13,13,1.0,1,noun.plant
rotate,0.45,11079,13,13,1.0,1,noun.plant
rotate,0.45,11080,14,14,1.0,1,noun.plant
rotate,0.45,11081,14,14,1.0,1,noun.plant
rotate,0.45,11082,13,13,1.0,1,noun.plant
rotate,0.45,11083,14,14,1.0,1,noun.plant
rotate,0.45,11084,15,15,1.0,1,noun.plant
rotate,0.45,11085,14,14,1.0,1,noun.plant
rotate,0.45,11086,14,14,1.0,1,noun.plant
rotate,0.45,11087,14,14,1.0,1,noun.plant
rotate,0.45,11088,14,14,1.0,1,noun.plant
rotate,0.45,11089,14,14,1.0,1,noun.plant
rotate,0.45,11090,13,13,1.0,1,noun.plant
rotate,0.45,11091,13,13,1.0,1,noun.plant
rotate,0.45,11092,14,14,1.0,1,noun.plant
rotate,0.45,11093,14,14,1.0,1,noun.plant
rotate,0.45,11094,14,14,1.0,1,noun.plant
rotate,0.45,11095,15,15,1.0,1,noun.plant
rotate,0.45,11096,14,14,1.0,1,noun.plant
rotate,0.45,11097,14,14,1.0,1,noun.plant
rotate,0.45,11098,14,14,1.0,1,noun.plant
rotate,0.45,11099,14,14,1.0,1,noun.plant
rotate,0.45,11100,14,14,1.0,1,noun.plant
rotate,0.45,11101,14,14,1.0,1,noun.plant
rotate,0.45,11102,14,14,1.0,1,noun.plant
rotate,0.45,11103,14,14,1.0,1,noun.plant
rotate,0.45,11104,13,13,1.0,1,noun.plant
rotate,0.45,11105,14,14,1.0,1,noun.plant
rotate,0.45,11106,13,13,1.0,1,noun.plant
rotate,0.45,11107,14,14,1.0,1,noun.plant
rotate,0.45,11108,13,13,1.0,1,noun.plant
rotate,0.45,11109,14,14,1.0,1,noun.plant
rotate,0.45,11110,15,15,1.0,1,noun.plant
rotate,0.45,11111,14,14,1.0,1,noun.plant
rotate,0.45,11112,14,14,1.0,1,noun.plant
rotate,0.45,11113,14,14,1.0,1,noun.plant
rotate,0.45,11114,14,14,1.0,1,noun.plant
rotate,0.45,11115,14,14,1.0,1,noun.plant
rotate,0.45,11116,14,14,1.0,1,noun.plant
rotate,0.45,11117,14,14,1.0,1,noun.plant
rotate,0.45,11118,15,15,1.0,1,noun.plant
rotate,0.45,11119,14,14,1.0,1,noun.plant
rotate,0.45,11120,14,14,1.0,1,noun.plant
rotate,0.45,11121,14,14,1.0,1,noun.plant
rotate,0.45,11122,15,15,1.0,1,noun.plant
rotate,0.45,11123,14,14,1.0,1,noun.plant
rotate,0.45,11124,14,14,1.0,1,noun.plant
rotate,0.45,11125,14,14,1.0,1,noun.plant
rotate,0.45,11126,13,13,1.0,1,noun.plant
rotate,0.45,11127,13,13,1.0,1,noun.plant
rotate,0.45,11128,13,13,1.0,1,noun.plant
rotate,0.45,11129,13,13,1.0,1,noun.plant
rotate,0.45,11130,15,15,1.0,1,noun.plant
rotate,0.45,11131,14,14,1.0,1,noun.plant
rotate,0.45,11132,14,14,1.0,1,noun.plant
rotate,0.45,11133,14,14,1.0,1,noun.plant
rotate,0.45,11134,15,15,1.0,1,noun.plant
rotate,0.45,11135,14,14,1.0,1,noun.plant
rotate,0.45,11136,13,13,1.0,1,noun.plant
rotate,0.45,11137,13,13,1.0,1,noun.plant
rotate,0.45,11138,13,13,1.0,1,noun.plant
rotate,0.45,11139,13,13,1.0,1,noun.plant
rotate,0.45,11140,13,13,1.0,1,noun.plant
rotate,0.45,11141,13,13,1.0,1,noun.plant
rotate,0.45,11142,13,13,1.0,1,noun.plant
rotate,0.45,11143,13,13,1.0,1,noun.plant
rotate,0.45,11144,13,13,1.0,1,noun.plant
rotate,0.45,11145,13,13,1.0,1,noun.plant
rotate,0.45,11146,13,13,1.0,1,noun.plant
rotate,0.45,11147,12,12,1.0,1,noun.plant
rotate,0.45,11148,12,12,1.0,1,noun.plant
rotate,0.45,11149,13,13,1.0,1,noun.plant
rotate,0.45,11150,12,12,1.0,1,noun.plant
rotate,0.45,11151,12,12,1.0,1,noun.plant
rotate,0.45,11152,12,12,1.0,1,noun.plant
rotate,0.45,11153,13,13,1.0,1,noun.plant
rotate,0.45,11154,12,12,1.0,1,noun.plant
rotate,0.45,11155,11,11,1.0,1,noun.plant
rotate,0.45,11156,11,11,1.0,1,noun.plant
rotate,0.45,11157,11,11,1.0,1,noun.plant
rotate,0.45,11158,11,11,1.0,1,noun.plant
rotate,0.45,11159,11,11,1.0,1,noun.plant
rotate,0.45,11160,11,11,1.0,1,noun.plant
rotate,0.45,11161,11,11,1.0,1,noun.plant
rotate,0.45,11162,12,12,1.0,1,noun.plant
rotate,0.45,11163,11,11,1.0,1,noun.plant
rotate,0.45,11164,11,11,1.0,1,noun.plant
rotate,0.45,11165,11,11,1.0,1,noun.plant
rotate,0.45,11166,11,11,1.0,1,noun.plant
rotate,0.45,11167,11,11,1.0,1,noun.plant
rotate,0.45,11168,11,11,1.0,1,noun.plant
rotate,0.45,11169,11,11,1.0,1,noun.plant
rotate,0.45,11170,11,11,1.0,1,noun.plant
rotate,0.45,11171,10,10,1.0,1,noun.plant
rotate,0.45,11172,11,11,1.0,1,noun.plant
rotate,0.45,11173,10,10,1.0,1,noun.plant
rotate,0.45,11174,11,11,1.0,1,noun.plant
rotate,0.45,11175,11,11,1.0,1,noun.plant
rotate,0.45,11176,12,12,1.0,1,noun.plant
rotate,0.45,11177,10,10,1.0,1,noun.plant
rotate,0.45,11178,11,11,1.0,1,noun.plant
rotate,0.45,11179,10,10,1.0,1,noun.plant
rotate,0.45,11180,11,11,1.0,1,noun.plant
rotate,0.45,11181,11,11,1.0,1,noun.plant
rotate,0.45,11182,12,12,1.0,1,noun.plant
rotate,0.45,11183,12,12,1.0,1,noun.plant
rotate,0.45,11184,12,12,1.0,1,noun.plant
rotate,0.45,11185,12,12,1.0,1,noun.plant
rotate,0.45,11186,12,12,1.0,1,noun.plant
rotate,0.45,11187,12,12,1.0,1,noun.plant
rotate,0.45,11188,12,12,1.0,1,noun.plant
rotate,0.45,11189,13,13,1.0,1,noun.plant
rotate,0.45,11190,13,13,1.0,1,noun.plant
rotate,0.45,11191,13,13,1.0,1,noun.plant
rotate,0.45,11192,13,13,1.0,1,noun.plant
rotate,0.45,11193,13,13,1.0,1,noun.plant
rotate,0.45,11194,11,11,1.0,1,noun.plant
rotate,0.45,11195,12,12,1.0,1,noun.plant
rotate,0.45,11196,12,12,1.0,1,noun.plant
rotate,0.45,11197,12,12,1.0,1,noun.plant
rotate,0.45,11198,12,12,1.0,1,noun.plant
rotate,0.45,11199,12,12,1.0,1,noun.plant
rotate,0.45,11200,12,12,1.0,1,noun.plant
rotate,0.45,11201,13,13,1.0,1,noun.plant
rotate,0.45,11202,12,12,1.0,1,noun.plant
rotate,0.45,11203,12,12,1.0,1,noun.plant
rotate,0.45,11204,12,12,1.0,1,noun.plant
rotate,0.45,11205,12,12,1.0,1,noun.plant
rotate,0.45,11206,12,12,1.0,1,noun.plant
rotate,0.45,11207,14,14,1.0,1,noun.plant
rotate,0.45,11208,13,13,1.0,1,noun.plant
rotate,0.45,11209,13,13,1.0,1,noun.plant
rotate,0.45,11210,13,13,1.0,1,noun.plant
rotate,0.45,11211,13,13,1.0,1,noun.plant
rotate,0.45,11212,13,13,1.0,1,noun.plant
rotate,0.45,11213,13,13,1.0,1,noun.plant
rotate,0.45,11214,13,13,1.0,1,noun.plant
rotate,0.45,11215,13,13,1.0,1,noun.plant
rotate,0.45,11216,13,13,1.0,1,noun.plant
rotate,0.45,11217,13,13,1.0,1,noun.plant
rotate,0.45,11218,12,12,1.0,1,noun.plant
rotate,0.45,11219,12,12,1.0,1,noun.plant
rotate,0.45,11220,13,13,1.0,1,noun.plant
rotate,0.45,11221,12,12,1.0,1,noun.plant
rotate,0.45,11222,12,12,1.0,1,noun.plant
rotate,0.45,11223,12,12,1.0,1,noun.plant
rotate,0.45,11224,13,13,1.0,1,noun.plant
rotate,0.45,11225,15,15,1.0,1,noun.plant
rotate,0.45,11226,15,15,1.0,1,noun.plant
rotate,0.45,11227,15,15,1.0,1,noun.plant
rotate,0.45,11228,15,15,1.0,1,noun.plant
rotate,0.45,11229,15,15,1.0,1,noun.plant
rotate,0.45,11230,15,15,1.0,1,noun.plant
rotate,0.45,11231,15,15,1.0,1,noun.plant
rotate,0.45,11232,15,15,1.0,1,noun.plant
rotate,0.45,11233,15,15,1.0,1,noun.plant
rotate,0.45,11234,15,15,1.0,1,noun.plant
rotate,0.45,11235,15,15,1.0,1,noun.plant
rotate,0.45,11236,15,15,1.0,1,noun.plant
rotate,0.45,11237,15,15,1.0,1,noun.plant
rotate,0.45,11238,15,15,1.0,1,noun.plant
rotate,0.45,11239,15,15,1.0,1,noun.plant
rotate,0.45,11240,15,15,1.0,1,noun.plant
rotate,0.45,11241,15,15,1.0,1,noun.plant
rotate,0.45,11242,15,15,1.0,1,noun.plant
rotate,0.45,11243,15,15,1.0,1,noun.plant
rotate,0.45,11244,14,14,1.0,1,noun.plant
rotate,0.45,11245,14,14,1.0,1,noun.plant
rotate,0.45,11246,13,13,1.0,1,noun.plant
rotate,0.45,11247,15,15,1.0,1,noun.plant
rotate,0.45,11248,14,14,1.0,1,noun.plant
rotate,0.45,11249,11,11,1.0,1,noun.plant
rotate,0.45,11250,11,11,1.0,1,noun.plant
rotate,0.45,11251,15,15,1.0,1,noun.plant
rotate,0.45,11252,15,15,1.0,1,noun.plant
rotate,0.45,11253,15,15,1.0,1,noun.plant
rotate,0.45,11254,15,15,1.0,1,noun.plant
rotate,0.45,11255,15,15,1.0,1,noun.plant
rotate,0.45,11256,15,15,1.0,1,noun.plant
rotate,0.45,11257,15,15,1.0,1,noun.plant
rotate,0.45,11258,15,15,1.0,1,noun.plant
rotate,0.45,11259,15,15,1.0,1,noun.plant
rotate,0.45,11260,15,15,1.0,1,noun.plant
rotate,0.45,11261,15,15,1.0,1,noun.plant
rotate,0.45,11262,15,15,1.0,1,noun.plant
rotate,0.45,11263,15,15,1.0,1,noun.plant
rotate,0.45,11264,15,15,1.0,1,noun.plant
rotate,0.45,11265,15,15,1.0,1,noun.plant
rotate,0.45,11266,15,15,1.0,1,noun.plant
rotate,0.45,11267,15,15,1.0,1,noun.plant
rotate,0.45,11268,15,15,1.0,1,noun.plant
rotate,0.45,11269,15,15,1.0,1,noun.plant
rotate,0.45,11270,14,14,1.0,1,noun.plant
rotate,0.45,11271,14,14,1.0,1,noun.plant
rotate,0.45,11272,13,13,1.0,1,noun.plant
rotate,0.45,11273,15,15,1.0,1,noun.plant
rotate,0.45,11274,14,14,1.0,1,noun.plant
rotate,0.45,11275,11,11,1.0,1,noun.plant
rotate,0.45,11276,11,11,1.0,1,noun.plant
rotate,0.45,11277,14,14,1.0,1,noun.plant
rotate,0.45,11278,14,14,1.0,1,noun.plant
rotate,0.45,11279,14,14,1.0,1,noun.plant
rotate,0.45,11280,14,14,1.0,1,noun.plant
rotate,0.45,11281,14,14,1.0,1,noun.plant
rotate,0.45,11282,14,14,1.0,1,noun.plant
rotate,0.45,11283,14,14,1.0,1,noun.plant
rotate,0.45,11284,14,14,1.0,1,noun.plant
rotate,0.45,11285,14,14,1.0,1,noun.plant
rotate,0.45,11286,14,14,1.0,1,noun.plant
rotate,0.45,11287,14,14,1.0,1,noun.plant
rotate,0.45,11288,14,14,1.0,1,noun.plant
rotate,0.45,11289,15,15,1.0,1,noun.plant
rotate,0.45,11290,14,14,1.0,1,noun.plant
rotate,0.45,11291,14,14,1.0,1,noun.plant
rotate,0.45,11292,14,14,1.0,1,noun.plant
rotate,0.45,11293,15,15,1.0,1,noun.plant
rotate,0.45,11294,14,14,1.0,1,noun.plant
rotate,0.45,11295,14,14,1.0,1,noun.plant
rotate,0.45,11296,14,14,1.0,1,noun.plant
rotate,0.45,11297,14,14,1.0,1,noun.plant
rotate,0.45,11298,14,14,1.0,1,noun.plant
rotate,0.45,11299,15,15,1.0,1,noun.plant
rotate,0.45,11300,14,14,1.0,1,noun.plant
rotate,0.45,11301,12,12,1.0,1,noun.plant
rotate,0.45,11302,11,11,1.0,1,noun.plant
rotate,0.45,11303,12,12,1.0,1,noun.plant
rotate,0.45,11304,15,15,1.0,1,noun.plant
rotate,0.45,11305,15,15,1.0,1,noun.plant
rotate,0.45,11306,15,15,1.0,1,noun.plant
rotate,0.45,11307,15,15,1.0,1,noun.plant
rotate,0.45,11308,15,15,1.0,1,noun.plant
rotate,0.45,11309,15,15,1.0,1,noun.plant
rotate,0.45,11310,15,15,1.0,1,noun.plant
rotate,0.45,11311,15,15,1.0,1,noun.plant
rotate,0.45,11312,15,15,1.0,1,noun.plant
rotate,0.45,11313,15,15,1.0,1,noun.plant
rotate,0.45,11314,15,15,1.0,1,noun.plant
rotate,0.45,11315,15,15,1.0,1,noun.plant
rotate,0.45,11316,15,15,1.0,1,noun.plant
rotate,0.45,11317,15,15,1.0,1,noun.plant
rotate,0.45,11318,15,15,1.0,1,noun.plant
rotate,0.45,11319,15,15,1.0,1,noun.plant
rotate,0.45,11320,15,15,1.0,1,noun.plant
rotate,0.45,11321,15,15,1.0,1,noun.plant
rotate,0.45,11322,15,15,1.0,1,noun.plant
rotate,0.45,11323,14,14,1.0,1,noun.plant
rotate,0.45,11324,14,14,1.0,1,noun.plant
rotate,0.45,11325,13,13,1.0,1,noun.plant
rotate,0.45,11326,15,15,1.0,1,noun.plant
rotate,0.45,11327,14,14,1.0,1,noun.plant
rotate,0.45,11328,11,11,1.0,1,noun.plant
rotate,0.45,11329,11,11,1.0,1,noun.plant
rotate,0.45,11330,15,15,1.0,1,noun.plant
rotate,0.45,11331,15,15,1.0,1,noun.plant
rotate,0.45,11332,15,15,1.0,1,noun.plant
rotate,0.45,11333,15,15,1.0,1,noun.plant
rotate,0.45,11334,15,15,1.0,1,noun.plant
rotate,0.45,11335,15,15,1.0,1,noun.plant
rotate,0.45,11336,15,15,1.0,1,noun.plant
rotate,0.45,11337,15,15,1.0,1,noun.plant
rotate,0.45,11338,15,15,1.0,1,noun.plant
rotate,0.45,11339,15,15,1.0,1,noun.plant
rotate,0.45,11340,15,15,1.0,1,noun.plant
rotate,0.45,11341,15,15,1.0,1,noun.plant
rotate,0.45,11342,15,15,1.0,1,noun.plant
rotate,0.45,11343,15,15,1.0,1,noun.plant
rotate,0.45,11344,15,15,1.0,1,noun.plant
rotate,0.45,11345,15,15,1.0,1,noun.plant
rotate,0.45,11346,15,15,1.0,1,noun.plant
rotate,0.45,11347,15,15,1.0,1,noun.plant
rotate,0.45,11348,15,15,1.0,1,noun.plant
rotate,0.45,11349,14,14,1.0,1,noun.plant
rotate,0.45,11350,14,14,1.0,1,noun.plant
rotate,0.45,11351,13,13,1.0,1,noun.plant
rotate,0.45,11352,15,15,1.0,1,noun.plant
rotate,0.45,11353,14,14,1.0,1,noun.plant
rotate,0.45,11354,11,11,1.0,1,noun.plant
rotate,0.45,11355,11,11,1.0,1,noun.plant
rotate,0.45,11356,14,14,1.0,1,noun.plant
rotate,0.45,11357,14,14,1.0,1,noun.plant
rotate,0.45,11358,14,14,1.0,1,noun.plant
rotate,0.45,11359,14,14,1.0,1,noun.plant
rotate,0.45,11360,14,14,1.0,1,noun.plant
rotate,0.45,11361,14,14,1.0,1,noun.plant
rotate,0.45,11362,14,14,1.0,1,noun.plant
rotate,0.45,11363,14,14,1.0,1,noun.plant
rotate,0.45,11364,14,14,1.0,1,noun.plant
rotate,0.45,11365,14,14,1.0,1,noun.plant
rotate,0.45,11366,15,15,1.0,1,noun.plant
rotate,0.45,11367,14,14,1.0,1,noun.plant
rotate,0.45,11368,14,14,1.0,1,noun.plant
rotate,0.45,11369,13,13,1.0,1,noun.plant
rotate,0.45,11370,11,11,1.0,1,noun.plant
rotate,0.45,11371,11,11,1.0,1,noun.plant
rotate,0.45,11372,15,15,1.0,1,noun.plant
rotate,0.45,11373,15,15,1.0,1,noun.plant
rotate,0.45,11374,15,15,1.0,1,noun.plant
rotate,0.45,11375,15,15,1.0,1,noun.plant
rotate,0.45,11376,14,14,1.0,1,noun.plant
rotate,0.45,11377,15,15,1.0,1,noun.plant
rotate,0.45,11378,15,15,1.0,1,noun.plant
rotate,0.45,11379,15,15,1.0,1,noun.plant
rotate,0.45,11380,15,15,1.0,1,noun.plant
rotate,0.45,11381,15,15,1.0,1,noun.plant
rotate,0.45,11382,13,13,1.0,1,noun.plant
rotate,0.45,11383,15,15,1.0,1,noun.plant
rotate,0.45,11384,15,15,1.0,1,noun.plant
rotate,0.45,11385,14,14,1.0,1,noun.plant
rotate,0.45,11386,15,15,1.0,1,noun.plant
rotate,0.45,11387,15,15,1.0,1,noun.plant
rotate,0.45,11388,14,14,1.0,1,noun.plant
rotate,0.45,11389,14,14,1.0,1,noun.plant
rotate,0.45,11390,14,14,1.0,1,noun.plant
rotate,0.45,11391,14,14,1.0,1,noun.plant
rotate,0.45,11392,14,14,1.0,1,noun.plant
rotate,0.45,11393,14,14,1.0,1,noun.plant
rotate,0.45,11394,14,14,1.0,1,noun.plant
rotate,0.45,11395,14,14,1.0,1,noun.plant
rotate,0.45,11396,14,14,1.0,1,noun.plant
rotate,0.45,11397,14,14,1.0,1,noun.plant
rotate,0.45,11398,14,14,1.0,1,noun.plant
rotate,0.45,11399,14,14,1.0,1,noun.plant
rotate,0.45,11400,14,14,1.0,1,noun.plant
rotate,0.45,11401,14,14,1.0,1,noun.plant
rotate,0.45,11402,11,11,1.0,1,noun.plant
rotate,0.45,11403,10,10,1.0,1,noun.plant
rotate,0.45,11404,11,11,1.0,1,noun.plant
rotate,0.45,11405,15,15,1.0,1,noun.plant
rotate,0.45,11406,14,14,1.0,1,noun.plant
rotate,0.45,11407,14,14,1.0,1,noun.plant
rotate,0.45,11408,14,14,1.0,1,noun.plant
rotate,0.45,11409,14,14,1.0,1,noun.plant
rotate,0.45,11410,14,14,1.0,1,noun.plant
rotate,0.45,11411,14,14,1.0,1,noun.plant
rotate,0.45,11412,14,14,1.0,1,noun.plant
rotate,0.45,11413,14,14,1.0,1,noun.plant
rotate,0.45,11414,15,15,1.0,1,noun.plant
rotate,0.45,11415,14,14,1.0,1,noun.plant
rotate,0.45,11416,14,14,1.0,1,noun.plant
rotate,0.45,11417,14,14,1.0,1,noun.plant
rotate,0.45,11418,14,14,1.0,1,noun.plant
rotate,0.45,11419,14,14,1.0,1,noun.plant
rotate,0.45,11420,14,14,1.0,1,noun.plant
rotate,0.45,11421,14,14,1.0,1,noun.plant
rotate,0.45,11422,14,14,1.0,1,noun.plant
rotate,0.45,11423,14,14,1.0,1,noun.plant
rotate,0.45,11424,14,14,1.0,1,noun.plant
rotate,0.45,11425,14,14,1.0,1,noun.plant
rotate,0.45,11426,14,14,1.0,1,noun.plant
rotate,0.45,11427,13,13,1.0,1,noun.plant
rotate,0.45,11428,13,13,1.0,1,noun.plant
rotate,0.45,11429,13,13,1.0,1,noun.plant
rotate,0.45,11430,13,13,1.0,1,noun.plant
rotate,0.45,11431,13,13,1.0,1,noun.plant
rotate,0.45,11432,13,13,1.0,1,noun.plant
rotate,0.45,11433,13,13,1.0,1,noun.plant
rotate,0.45,11434,13,13,1.0,1,noun.plant
rotate,0.45,11435,14,14,1.0,1,noun.plant
rotate,0.45,11436,13,13,1.0,1,noun.plant
rotate,0.45,11437,13,13,1.0,1,noun.plant
rotate,0.45,11438,13,13,1.0,1,noun.plant
rotate,0.45,11439,13,13,1.0,1,noun.plant
rotate,0.45,11440,13,13,1.0,1,noun.plant
rotate,0.45,11441,13,13,1.0,1,noun.plant
rotate,0.45,11442,13,13,1.0,1,noun.plant
rotate,0.45,11443,13,13,1.0,1,noun.plant
rotate,0.45,11444,13,13,1.0,1,noun.plant
rotate,0.45,11445,13,13,1.0,1,noun.plant
rotate,0.45,11446,13,13,1.0,1,noun.plant
rotate,0.45,11447,14,14,1.0,1,noun.plant
rotate,0.45,11448,13,13,1.0,1,noun.plant
rotate,0.45,11449,13,13,1.0,1,noun.plant
rotate,0.45,11450,13,13,1.0,1,noun.plant
rotate,0.45,11451,14,14,1.0,1,noun.plant
rotate,0.45,11452,14,14,1.0,1,noun.plant
rotate,0.45,11453,14,14,1.0,1,noun.plant
rotate,0.45,11454,14,14,1.0,1,noun.plant
rotate,0.45,11455,13,13,1.0,1,noun.plant
rotate,0.45,11456,15,15,1.0,1,noun.plant
rotate,0.45,11457,15,15,1.0,1,noun.plant
rotate,0.45,11458,15,15,1.0,1,noun.plant
rotate,0.45,11459,15,15,1.0,1,noun.plant
rotate,0.45,11460,15,15,1.0,1,noun.plant
rotate,0.45,11461,15,15,1.0,1,noun.plant
rotate,0.45,11462,15,15,1.0,1,noun.plant
rotate,0.45,11463,15,15,1.0,1,noun.plant
rotate,0.45,11464,15,15,1.0,1,noun.plant
rotate,0.45,11465,15,15,1.0,1,noun.plant
rotate,0.45,11466,15,15,1.0,1,noun.plant
rotate,0.45,11467,15,15,1.0,1,noun.plant
rotate,0.45,11468,15,15,1.0,1,noun.plant
rotate,0.45,11469,15,15,1.0,1,noun.plant
rotate,0.45,11470,15,15,1.0,1,noun.plant
rotate,0.45,11471,15,15,1.0,1,noun.plant
rotate,0.45,11472,15,15,1.0,1,noun.plant
rotate,0.45,11473,15,15,1.0,1,noun.plant
rotate,0.45,11474,15,15,1.0,1,noun.plant
rotate,0.45,11475,14,14,1.0,1,noun.plant
rotate,0.45,11476,14,14,1.0,1,noun.plant
rotate,0.45,11477,13,13,1.0,1,noun.plant
rotate,0.45,11478,15,15,1.0,1,noun.plant
rotate,0.45,11479,14,14,1.0,1,noun.plant
rotate,0.45,11480,11,11,1.0,1,noun.plant
rotate,0.45,11481,11,11,1.0,1,noun.plant
rotate,0.45,11482,15,15,1.0,1,noun.plant
rotate,0.45,11483,15,15,1.0,1,noun.plant
rotate,0.45,11484,15,15,1.0,1,noun.plant
rotate,0.45,11485,15,15,1.0,1,noun.plant
rotate,0.45,11486,15,15,1.0,1,noun.plant
rotate,0.45,11487,15,15,1.0,1,noun.plant
rotate,0.45,11488,15,15,1.0,1,noun.plant
rotate,0.45,11489,15,15,1.0,1,noun.plant
rotate,0.45,11490,15,15,1.0,1,noun.plant
rotate,0.45,11491,15,15,1.0,1,noun.plant
rotate,0.45,11492,15,15,1.0,1,noun.plant
rotate,0.45,11493,15,15,1.0,1,noun.plant
rotate,0.45,11494,15,15,1.0,1,noun.plant
rotate,0.45,11495,15,15,1.0,1,noun.plant
rotate,0.45,11496,15,15,1.0,1,noun.plant
rotate,0.45,11497,15,15,1.0,1,noun.plant
rotate,0.45,11498,15,15,1.0,1,noun.plant
rotate,0.45,11499,15,15,1.0,1,noun.plant
rotate,0.45,11500,15,15,1.0,1,noun.plant
rotate,0.45,11501,14,14,1.0,1,noun.plant
rotate,0.45,11502,14,14,1.0,1,noun.plant
rotate,0.45,11503,13,13,1.0,1,noun.plant
rotate,0.45,11504,15,15,1.0,1,noun.plant
rotate,0.45,11505,14,14,1.0,1,noun.plant
rotate,0.45,11506,11,11,1.0,1,noun.plant
rotate,0.45,11507,11,11,1.0,1,noun.plant
rotate,0.45,11508,14,14,1.0,1,noun.plant
rotate,0.45,11509,14,14,1.0,1,noun.plant
rotate,0.45,11510,14,14,1.0,1,noun.plant
rotate,0.45,11511,14,14,1.0,1,noun.plant
rotate,0.45,11512,14,14,1.0,1,noun.plant
rotate,0.45,11513,14,14,1.0,1,noun.plant
rotate,0.45,11514,14,14,1.0,1,noun.plant
rotate,0.45,11515,14,14,1.0,1,noun.plant
rotate,0.45,11516,14,14,1.0,1,noun.plant
rotate,0.45,11517,14,14,1.0,1,noun.plant
rotate,0.45,11518,14,14,1.0,1,noun.plant
rotate,0.45,11519,14,14,1.0,1,noun.plant
rotate,0.45,11520,15,15,1.0,1,noun.plant
rotate,0.45,11521,14,14,1.0,1,noun.plant
rotate,0.45,11522,14,14,1.0,1,noun.plant
rotate,0.45,11523,14,14,1.0,1,noun.plant
rotate,0.45,11524,15,15,1.0,1,noun.plant
rotate,0.45,11525,14,14,1.0,1,noun.plant
rotate,0.45,11526,14,14,1.0,1,noun.plant
rotate,0.45,11527,14,14,1.0,1,noun.plant
rotate,0.45,11528,14,14,1.0,1,noun.plant
rotate,0.45,11529,14,14,1.0,1,noun.plant
rotate,0.45,11530,15,15,1.0,1,noun.plant
rotate,0.45,11531,14,14,1.0,1,noun.plant
rotate,0.45,11532,12,12,1.0,1,noun.plant
rotate,0.45,11533,11,11,1.0,1,noun.plant
rotate,0.45,11534,12,12,1.0,1,noun.plant
rotate,0.45,11535,15,15,1.0,1,noun.plant
rotate,0.45,11536,15,15,1.0,1,noun.plant
rotate,0.45,11537,15,15,1.0,1,noun.plant
rotate,0.45,11538,15,15,1.0,1,noun.plant
rotate,0.45,11539,15,15,1.0,1,noun.plant
rotate,0.45,11540,15,15,1.0,1,noun.plant
rotate,0.45,11541,15,15,1.0,1,noun.plant
rotate,0.45,11542,15,15,1.0,1,noun.plant
rotate,0.45,11543,15,15,1.0,1,noun.plant
rotate,0.45,11544,15,15,1.0,1,noun.plant
rotate,0.45,11545,15,15,1.0,1,noun.plant
rotate,0.45,11546,15,15,1.0,1,noun.plant
rotate,0.45,11547,15,15,1.0,1,noun.plant
rotate,0.45,11548,15,15,1.0,1,noun.plant
rotate,0.45,11549,15,15,1.0,1,noun.plant
rotate,0.45,11550,15,15,1.0,1,noun.plant
rotate,0.45,11551,15,15,1.0,1,noun.plant
rotate,0.45,11552,15,15,1.0,1,noun.plant
rotate,0.45,11553,15,15,1.0,1,noun.plant
rotate,0.45,11554,14,14,1.0,1,noun.plant
rotate,0.45,11555,14,14,1.0,1,noun.plant
rotate,0.45,11556,13,13,1.0,1,noun.plant
rotate,0.45,11557,15,15,1.0,1,noun.plant
rotate,0.45,11558,14,14,1.0,1,noun.plant
rotate,0.45,11559,11,11,1.0,1,noun.plant
rotate,0.45,11560,11,11,1.0,1,noun.plant
rotate,0.45,11561,15,15,1.0,1,noun.plant
rotate,0.45,11562,15,15,1.0,1,noun.plant
rotate,0.45,11563,15,15,1.0,1,noun.plant
rotate,0.45,11564,15,15,1.0,1,noun.plant
rotate,0.45,11565,15,15,1.0,1,noun.plant
rotate,0.45,11566,15,15,1.0,1,noun.plant
rotate,0.45,11567,15,15,1.0,1,noun.plant
rotate,0.45,11568,15,15,1.0,1,noun.plant
rotate,0.45,11569,15,15,1.0,1,noun.plant
rotate,0.45,11570,15,15,1.0,1,noun.plant
rotate,0.45,11571,15,15,1.0,1,noun.plant
rotate,0.45,11572,15,15,1.0,1,noun.plant
rotate,0.45,11573,15,15,1.0,1,noun.plant
rotate,0.45,11574,15,15,1.0,1,noun.plant
rotate,0.45,11575,15,15,1.0,1,noun.plant
rotate,0.45,11576,15,15,1.0,1,noun.plant
rotate,0.45,11577,15,15,1.0,1,noun.plant
rotate,0.45,11578,15,15,1.0,1,noun.plant
rotate,0.45,11579,15,15,1.0,1,noun.plant
rotate,0.45,11580,14,14,1.0,1,noun.plant
rotate,0.45,11581,14,14,1.0,1,noun.plant
rotate,0.45,11582,13,13,1.0,1,noun.plant
rotate,0.45,11583,15,15,1.0,1,noun.plant
rotate,0.45,11584,14,14,1.0,1,noun.plant
rotate,0.45,11585,11,11,1.0,1,noun.plant
rotate,0.45,11586,11,11,1.0,1,noun.plant
rotate,0.45,11587,14,14,1.0,1,noun.plant
