clique_id,size,hard_coherence,soft_coherence
0,2,1.0,0.5
1,2,1.0,0.5
2,3,1.0,0.6666666666666666
3,2,1.0,1.0
4,2,1.0,1.0
5,2,1.0,1.0
6,2,1.0,0.5
7,2,1.0,0.5
8,2,1.0,1.0
9,2,1.0,1.0
10,2,1.0,1.0
11,2,1.0,1.0
12,2,1.0,1.0
13,3,1.0,0.5555555555555555
14,4,1.0,0.8333333333333334
15,4,1.0,0.8333333333333334
16,6,1.0,0.5777777777777777
17,5,1.0,0.6166666666666666
18,5,1.0,0.6166666666666666
19,5,1.0,0.6166666666666666
20,5,1.0,0.6166666666666666
21,5,1.0,0.6166666666666666
22,6,1.0,0.6222222222222221
23,6,1.0,0.6444444444444444
24,5,1.0,0.6166666666666666
25,4,1.0,0.8333333333333334
26,4,1.0,0.611111111111111
27,4,1.0,0.5555555555555555
28,5,1.0,0.6833333333333333
29,2,1.0,0.3333333333333333
30,4,1.0,0.611111111111111
31,2,1.0,1.0
32,2,1.0,1.0
33,2,1.0,0.5
34,2,1.0,1.0
35,3,1.0,1.0
36,7,1.0,0.8571428571428571
37,8,1.0,1.0
38,6,0.8333333333333334,0.8333333333333334
39,5,1.0,1.0
40,2,1.0,1.0
41,3,1.0,1.0
42,2,1.0,1.0
43,3,1.0,1.0
44,2,1.0,1.0
45,2,1.0,1.0
46,2,1.0,1.0
47,2,1.0,0.8461538461538461
48,2,1.0,0.8461538461538461
49,2,1.0,0.6153846153846154
50,3,1.0,0.8397435897435898
51,3,1.0,0.8397435897435898
52,3,1.0,0.8397435897435898
53,3,1.0,0.8003663003663003
54,3,1.0,0.8397435897435898
55,2,1.0,0.6875
56,2,1.0,0.9090909090909091
57,2,1.0,0.7692307692307693
58,3,1.0,0.8787878787878789
59,2,1.0,1.0
60,2,1.0,0.9166666666666666
61,3,1.0,0.9444444444444443
62,3,1.0,1.0
63,3,1.0,0.9444444444444443
64,2,1.0,0.75
65,2,0.5,0.875
66,2,1.0,0.9166666666666666
67,2,1.0,0.8
68,3,1.0,0.844017094017094
69,3,1.0,0.844017094017094
70,2,1.0,0.7692307692307693
71,2,1.0,0.7142857142857143
72,2,1.0,0.36363636363636365
73,2,1.0,0.6153846153846154
74,3,1.0,0.8931623931623931
75,3,1.0,0.8931623931623931
76,2,1.0,0.8333333333333334
77,3,1.0,0.8282828282828283
78,2,1.0,0.5384615384615384
79,2,1.0,0.8461538461538461
80,2,1.0,0.75
81,2,1.0,0.6
82,2,1.0,0.5
83,2,1.0,1.0
84,2,1.0,1.0
85,3,1.0,0.4444444444444444
86,2,1.0,0.3333333333333333
87,3,1.0,0.7777777777777777
88,2,1.0,0.75
89,2,1.0,0.3333333333333333
90,2,1.0,0.3333333333333333
91,2,1.0,0.3333333333333333
92,2,1.0,1.0
93,3,1.0,1.0
94,3,1.0,1.0
95,3,1.0,1.0
96,4,1.0,1.0
97,3,1.0,1.0
98,3,1.0,1.0
99,2,1.0,1.0
100,2,1.0,1.0
101,2,1.0,1.0
102,2,1.0,1.0
103,2,1.0,0.6666666666666666
104,2,1.0,1.0
105,2,1.0,0.6666666666666666
106,2,1.0,1.0
107,2,1.0,0.6666666666666666
108,3,1.0,1.0
109,4,1.0,0.8333333333333334
110,3,1.0,1.0
111,3,1.0,1.0
112,3,1.0,1.0
113,3,1.0,1.0
114,3,1.0,0.7777777777777777
115,3,1.0,1.0
116,3,1.0,1.0
117,3,1.0,1.0
118,2,1.0,1.0
119,2,1.0,1.0
120,2,1.0,1.0
121,2,1.0,0.3333333333333333
122,2,1.0,0.5
123,2,1.0,0.6666666666666666
124,2,1.0,1.0
125,2,1.0,1.0
126,2,1.0,1.0
127,2,1.0,1.0
128,2,1.0,1.0
129,2,1.0,1.0
130,3,1.0,1.0
131,2,1.0,1.0
132,2,1.0,1.0
133,4,1.0,1.0
134,2,1.0,1.0
135,2,1.0,1.0
136,2,1.0,1.0
137,2,1.0,0.5
138,5,1.0,0.7
139,2,1.0,1.0
140,2,1.0,0.6666666666666666
141,2,1.0,1.0
142,2,1.0,1.0
143,2,1.0,1.0
144,2,1.0,0.5
145,2,1.0,1.0
146,2,1.0,1.0
147,2,1.0,1.0
148,3,1.0,1.0
149,4,1.0,1.0
150,4,1.0,1.0
151,3,1.0,1.0
152,2,1.0,1.0
