model,tau,total_cliques,analyzed_cliques,avg_lexical_domain_purity,median_lexical_domain_purity,min_lexical_domain_purity,max_lexical_domain_purity,perfect_lexical_domain_count,perfect_lexical_domain_ratio,avg_purity,perfect_purity_ratio
transe,0.45,2914,2162,0.9370181930311441,1.0,0.3333333333333333,1.0,1887,0.8728029602220166,0.9370181930311441,0.8728029602220166
transe,0.5,10242,6422,0.9459799647046608,1.0,0.25,1.0,5724,0.8913111180317658,0.9459799647046608,0.8913111180317658
transe,0.55,12365,3436,0.9037640667442762,1.0,0.3333333333333333,1.0,2775,0.8076251455180442,0.9037640667442762,0.8076251455180442
transe,0.6,6533,937,0.8249733191035219,1.0,0.5,1.0,609,0.6499466382070438,0.8249733191035219,0.6499466382070438
transe,0.65,2663,223,0.7174887892376681,0.5,0.5,1.0,97,0.4349775784753363,0.7174887892376681,0.4349775784753363
transe,0.7,839,51,0.5980392156862745,0.5,0.5,1.0,10,0.19607843137254902,0.5980392156862745,0.19607843137254902
transe,0.75,177,14,0.6071428571428571,0.5,0.5,1.0,3,0.21428571428571427,0.6071428571428571,0.21428571428571427
