community_id,size,labelled_size,purity,n_distinct_synsets
255,3,2,1.0,1
256,4,2,0.5,2
257,5,2,0.5,2
258,3,2,1.0,1
259,3,2,0.5,2
265,3,2,1.0,1
266,6,4,0.75,2
267,3,2,1.0,1
268,3,2,0.5,2
269,3,2,1.0,1
270,3,2,1.0,1
272,10,7,0.42857142857142855,4
273,6,3,0.3333333333333333,3
274,4,2,0.5,2
275,3,2,1.0,1
276,3,2,1.0,1
277,6,3,0.3333333333333333,3
278,3,2,0.5,2
279,4,2,0.5,2
280,4,2,1.0,1
281,4,2,1.0,1
282,9,4,0.5,3
284,4,2,0.5,2
286,3,2,1.0,1
288,3,2,0.5,2
290,3,2,0.5,2
293,3,2,1.0,1
296,3,3,1.0,1
297,3,3,1.0,1
300,4,2,0.5,2
301,3,2,1.0,1
302,4,2,0.5,2
305,3,2,1.0,1
306,3,2,1.0,1
308,8,5,0.4,4
309,4,2,0.5,2
310,3,2,1.0,1
311,4,2,0.5,2
312,3,3,1.0,1
314,3,3,0.3333333333333333,3
315,5,3,0.6666666666666666,2
316,6,2,1.0,1
317,6,2,0.5,2
318,3,2,0.5,2
322,7,3,1.0,1
323,4,2,0.5,2
328,4,3,1.0,1
329,3,3,0.6666666666666666,2
331,10,8,0.625,3
332,4,2,0.5,2
334,5,2,0.5,2
335,4,3,1.0,1
338,3,2,1.0,1
341,3,2,1.0,1
342,3,2,1.0,1
343,4,3,0.6666666666666666,2
344,4,2,1.0,1
345,3,2,1.0,1
347,4,2,1.0,1
348,3,2,1.0,1
349,7,3,1.0,1
350,5,3,1.0,1
351,3,2,1.0,1
352,3,2,1.0,1
354,3,3,1.0,1
356,12,7,0.42857142857142855,4
358,3,2,1.0,1
359,4,3,1.0,1
360,3,2,1.0,1
362,6,2,0.5,2
365,3,2,0.5,2
366,4,2,0.5,2
367,7,3,0.6666666666666666,2
368,3,2,1.0,1
370,3,3,1.0,1
371,5,2,0.5,2
375,5,3,0.3333333333333333,3
376,7,2,0.5,2
378,3,2,0.5,2
379,3,2,1.0,1
385,3,2,0.5,2
386,3,2,0.5,2
387,4,3,1.0,1
389,6,4,0.5,3
390,6,3,0.6666666666666666,2
391,3,2,1.0,1
392,9,4,0.5,3
393,3,2,1.0,1
395,3,2,1.0,1
396,4,2,0.5,2
397,8,5,0.4,3
399,4,2,0.5,2
400,5,3,0.3333333333333333,3
401,4,2,0.5,2
402,3,2,1.0,1
403,3,2,1.0,1
404,5,3,0.6666666666666666,2
406,3,3,1.0,1
407,3,3,1.0,1
408,3,2,1.0,1
410,3,2,0.5,2
411,3,2,0.5,2
412,3,2,1.0,1
416,3,2,1.0,1
417,5,3,0.6666666666666666,2
418,3,2,1.0,1
421,7,4,1.0,1
422,3,2,1.0,1
423,3,2,1.0,1
424,4,2,1.0,1
425,3,2,1.0,1
426,5,3,1.0,1
427,4,2,0.5,2
428,4,2,0.5,2
432,5,2,1.0,1
433,5,4,0.75,2
435,3,3,0.3333333333333333,3
436,4,3,1.0,1
438,3,2,1.0,1
440,3,2,1.0,1
441,4,2,1.0,1
442,3,2,1.0,1
443,3,2,1.0,1
444,5,4,0.5,3
448,4,2,0.5,2
449,5,3,0.6666666666666666,2
451,3,2,1.0,1
452,8,5,0.6,2
454,3,2,1.0,1
455,3,2,1.0,1
456,3,2,1.0,1
460,4,3,1.0,1
461,5,2,0.5,2
463,4,2,0.5,2
466,3,2,0.5,2
467,4,2,1.0,1
469,6,3,0.3333333333333333,3
470,5,3,1.0,1
471,3,2,0.5,2
472,4,2,0.5,2
473,4,2,1.0,1
478,3,2,1.0,1
480,4,2,1.0,1
481,5,2,1.0,1
482,4,2,0.5,2
484,4,2,0.5,2
485,3,3,0.6666666666666666,2
487,3,2,1.0,1
488,5,2,0.5,2
489,3,2,1.0,1
490,3,2,1.0,1
491,3,2,1.0,1
492,5,3,0.3333333333333333,3
493,3,2,1.0,1
494,3,2,1.0,1
495,4,2,0.5,2
496,4,2,1.0,1
497,8,4,0.75,2
498,3,2,1.0,1
501,4,3,1.0,1
504,5,3,0.6666666666666666,2
505,3,2,1.0,1
508,5,2,0.5,2
509,3,2,1.0,1
511,4,2,0.5,2
513,3,3,0.3333333333333333,3
515,3,2,1.0,1
518,3,2,0.5,2
520,5,3,0.3333333333333333,3
522,4,3,0.6666666666666666,2
525,4,2,0.5,2
526,3,2,1.0,1
529,3,2,1.0,1
530,5,2,1.0,1
531,5,2,0.5,2
532,7,3,1.0,1
533,5,4,1.0,1
534,3,2,1.0,1
535,3,2,0.5,2
536,6,4,0.5,3
537,3,2,1.0,1
538,4,2,0.5,2
539,3,2,1.0,1
540,6,2,0.5,2
542,4,2,1.0,1
544,3,2,1.0,1
548,3,2,1.0,1
549,4,2,1.0,1
550,7,4,1.0,1
551,3,2,1.0,1
552,3,2,1.0,1
553,4,2,1.0,1
554,4,2,1.0,1
555,3,2,1.0,1
556,3,2,0.5,2
557,3,2,1.0,1
558,5,2,0.5,2
559,5,3,0.3333333333333333,3
560,3,2,0.5,2
561,3,2,1.0,1
562,4,2,0.5,2
563,6,3,1.0,1
566,3,2,1.0,1
568,4,2,1.0,1
569,3,2,1.0,1
570,3,2,1.0,1
571,3,2,1.0,1
573,3,2,1.0,1
574,3,2,1.0,1
575,5,3,0.6666666666666666,2
576,5,3,1.0,1
577,3,2,1.0,1
578,3,2,0.5,2
579,3,2,1.0,1
580,3,2,0.5,2
581,3,2,1.0,1
583,3,2,1.0,1
584,3,2,1.0,1
586,3,3,0.3333333333333333,3
587,3,2,1.0,1
588,3,2,1.0,1
591,3,2,1.0,1
592,3,2,1.0,1
596,4,2,0.5,2
597,5,3,0.6666666666666666,2
599,3,2,1.0,1
600,4,2,0.5,2
602,3,2,1.0,1
604,3,2,1.0,1
606,6,2,1.0,1
607,7,3,0.3333333333333333,3
608,3,2,1.0,1
610,7,4,0.5,3
611,6,4,0.5,3
614,3,2,1.0,1
615,5,3,0.3333333333333333,3
618,3,2,1.0,1
619,4,2,0.5,2
621,3,2,1.0,1
624,8,5,1.0,1
625,4,2,0.5,2
627,4,2,0.5,2
628,4,2,0.5,2
631,4,2,0.5,2
632,4,3,0.6666666666666666,2
633,5,3,1.0,1
635,3,2,0.5,2
636,3,2,1.0,1
638,4,2,0.5,2
639,3,2,0.5,2
640,3,2,0.5,2
641,4,3,0.6666666666666666,2
645,3,2,0.5,2
646,3,2,1.0,1
649,3,2,1.0,1
650,4,2,0.5,2
651,3,2,1.0,1
652,6,3,0.3333333333333333,3
654,4,3,0.3333333333333333,3
656,5,3,0.6666666666666666,2
658,3,2,1.0,1
659,3,2,1.0,1
661,3,2,1.0,1
662,5,3,1.0,1
665,6,4,0.5,3
668,5,2,0.5,2
670,4,2,1.0,1
672,5,2,0.5,2
673,6,3,0.3333333333333333,3
676,4,2,1.0,1
678,3,2,1.0,1
679,4,2,1.0,1
684,4,2,0.5,2
685,3,2,0.5,2
687,4,2,0.5,2
689,4,2,0.5,2
691,3,2,1.0,1
692,4,2,1.0,1
693,3,2,1.0,1
694,4,2,1.0,1
695,5,2,0.5,2
696,6,3,0.6666666666666666,2
697,4,4,0.75,2
698,3,2,0.5,2
699,3,2,1.0,1
701,6,4,0.5,2
702,3,3,1.0,1
703,3,3,1.0,1
704,3,2,1.0,1
705,3,3,1.0,1
706,5,2,0.5,2
707,3,2,0.5,2
710,6,3,1.0,1
711,4,3,1.0,1
713,4,4,1.0,1
714,3,2,1.0,1
716,3,2,1.0,1
717,4,2,1.0,1
718,4,2,0.5,2
719,6,3,0.6666666666666666,2
721,3,2,1.0,1
725,4,2,1.0,1
728,4,2,0.5,2
729,3,2,1.0,1
731,3,2,1.0,1
732,4,2,1.0,1
734,4,2,0.5,2
739,3,2,0.5,2
740,3,2,1.0,1
743,3,2,1.0,1
745,3,3,1.0,1
747,3,2,1.0,1
748,3,3,1.0,1
749,3,3,1.0,1
750,4,2,1.0,1
751,5,2,0.5,2
752,4,3,1.0,1
753,3,2,1.0,1
755,9,6,0.3333333333333333,4
756,4,2,0.5,2
757,4,4,1.0,1
758,3,3,1.0,1
759,3,2,1.0,1
760,3,2,1.0,1
761,3,2,1.0,1
762,3,2,1.0,1
763,4,3,1.0,1
764,3,2,1.0,1
767,3,3,1.0,1
768,3,3,1.0,1
769,3,3,1.0,1
770,3,2,0.5,2
772,3,2,0.5,2
773,3,2,1.0,1
775,3,3,1.0,1
776,6,6,1.0,1
777,3,2,1.0,1
778,5,4,0.5,2
779,3,2,0.5,2
780,5,4,0.5,3
781,4,3,0.3333333333333333,3
782,4,3,0.6666666666666666,2
783,4,2,0.5,2
784,3,2,1.0,1
785,4,2,1.0,1
786,3,3,1.0,1
789,3,2,1.0,1
790,3,3,1.0,1
791,4,4,1.0,1
792,4,2,1.0,1
793,4,3,0.6666666666666666,2
794,3,2,0.5,2
795,3,2,0.5,2
797,3,2,1.0,1
798,3,2,1.0,1
800,4,2,0.5,2
801,4,2,1.0,1
803,6,3,0.6666666666666666,2
804,3,2,1.0,1
805,4,3,0.3333333333333333,3
808,3,2,1.0,1
809,5,3,0.6666666666666666,2
810,6,4,0.5,2
811,4,2,1.0,1
812,6,4,0.5,3
820,4,2,0.5,2
821,3,3,1.0,1
824,4,2,0.5,2
827,3,2,1.0,1
828,3,2,1.0,1
831,3,2,1.0,1
832,5,3,1.0,1
834,3,2,0.5,2
835,3,3,1.0,1
836,3,2,1.0,1
837,4,3,1.0,1
838,5,4,0.5,2
839,3,3,1.0,1
840,3,2,1.0,1
841,4,2,0.5,2
842,3,3,0.3333333333333333,3
844,3,2,0.5,2
845,6,3,1.0,1
846,3,3,1.0,1
847,4,4,0.75,2
849,3,3,1.0,1
852,3,2,1.0,1
853,3,2,0.5,2
854,3,3,1.0,1
857,4,2,1.0,1
858,3,3,1.0,1
859,3,2,1.0,1
860,4,3,0.6666666666666666,2
862,3,2,1.0,1
863,3,2,1.0,1
864,3,2,0.5,2
866,3,2,1.0,1
867,5,2,0.5,2
868,3,2,0.5,2
871,3,2,1.0,1
872,3,2,1.0,1
875,4,2,0.5,2
877,3,2,1.0,1
878,4,2,0.5,2
879,3,2,1.0,1
880,5,2,0.5,2
881,3,2,1.0,1
886,3,2,1.0,1
887,3,3,1.0,1
889,3,2,1.0,1
890,3,2,0.5,2
891,10,6,0.3333333333333333,4
894,5,3,1.0,1
895,5,2,1.0,1
896,3,2,1.0,1
897,3,2,0.5,2
898,4,2,0.5,2
900,5,3,0.3333333333333333,3
902,3,2,1.0,1
903,3,3,1.0,1
904,3,2,1.0,1
907,3,3,1.0,1
908,4,2,0.5,2
910,3,3,1.0,1
913,4,2,0.5,2
914,3,2,1.0,1
916,4,2,1.0,1
917,3,2,1.0,1
918,4,2,1.0,1
919,3,3,1.0,1
920,3,2,1.0,1
921,3,2,1.0,1
922,3,2,0.5,2
923,3,2,0.5,2
924,4,2,0.5,2
928,3,2,1.0,1
931,3,2,1.0,1
932,3,2,0.5,2
933,3,2,1.0,1
934,3,3,1.0,1
935,3,3,1.0,1
936,3,2,0.5,2
938,3,2,1.0,1
940,3,3,1.0,1
941,7,6,0.5,3
943,3,2,1.0,1
944,3,2,1.0,1
945,4,2,1.0,1
948,3,2,0.5,2
950,3,2,1.0,1
952,3,2,0.5,2
953,3,3,1.0,1
954,3,2,0.5,2
955,3,2,1.0,1
957,3,2,0.5,2
958,3,2,1.0,1
959,3,2,1.0,1
960,3,3,1.0,1
962,3,2,1.0,1
963,4,4,1.0,1
964,6,6,1.0,1
965,3,3,1.0,1
966,3,2,0.5,2
967,4,3,0.6666666666666666,2
968,3,2,0.5,2
969,3,3,1.0,1
970,4,3,0.6666666666666666,2
971,3,3,1.0,1
972,3,2,0.5,2
973,3,3,1.0,1
974,5,3,0.6666666666666666,2
975,3,2,1.0,1
976,3,2,0.5,2
977,3,2,0.5,2
978,3,3,0.6666666666666666,2
979,3,2,0.5,2
980,3,2,0.5,2
981,3,2,0.5,2
982,3,3,1.0,1
983,3,2,1.0,1
984,4,3,0.6666666666666666,2
985,5,4,1.0,1
986,3,2,0.5,2
987,3,2,1.0,1
988,3,3,1.0,1
989,3,3,1.0,1
990,3,2,0.5,2
991,3,3,1.0,1
992,3,3,1.0,1
993,3,3,1.0,1
994,3,3,1.0,1
995,3,3,1.0,1
996,3,3,1.0,1
997,3,3,0.6666666666666666,2
998,3,3,1.0,1
999,3,3,1.0,1
1000,3,3,1.0,1
1001,3,3,1.0,1
1002,3,3,1.0,1
1003,3,3,1.0,1
1004,3,3,1.0,1
1005,3,3,1.0,1
1006,6,6,1.0,1
1007,4,4,1.0,1
1008,3,3,1.0,1
1009,3,3,1.0,1
1010,3,3,1.0,1
1011,5,5,0.8,2
1012,3,3,0.6666666666666666,2
1013,3,3,1.0,1
1014,3,3,0.3333333333333333,3
1015,3,3,0.6666666666666666,2
1016,3,3,0.6666666666666666,2
1017,3,3,0.6666666666666666,2
1018,3,3,1.0,1
1019,3,3,0.6666666666666666,2
1020,3,3,0.6666666666666666,2
1021,3,3,1.0,1
1022,6,6,1.0,1
1023,3,3,1.0,1
1024,3,3,1.0,1
1025,9,9,1.0,1
1026,3,3,1.0,1
1027,3,3,1.0,1
1028,3,3,1.0,1
1029,3,3,1.0,1
1030,3,3,0.6666666666666666,2
1031,3,3,1.0,1
1032,4,4,1.0,1
1033,4,4,1.0,1
1034,3,3,1.0,1
1035,3,3,1.0,1
1036,19,19,1.0,1
1037,3,3,1.0,1
1038,3,3,1.0,1
1039,3,3,0.6666666666666666,2
1040,3,3,1.0,1
1041,3,3,1.0,1
1042,3,3,0.6666666666666666,2
1043,3,3,1.0,1
1044,5,5,0.8,2
1045,4,4,1.0,1
1046,4,4,1.0,1
1047,3,3,0.6666666666666666,2
1048,7,7,0.8571428571428571,2
1049,3,3,1.0,1
1050,3,3,1.0,1
1051,3,3,1.0,1
1052,3,3,0.6666666666666666,2
1053,3,3,0.6666666666666666,2
1054,3,3,1.0,1
1055,4,4,1.0,1
1056,3,3,1.0,1
1057,3,3,1.0,1
1058,5,5,1.0,1
1059,3,3,1.0,1
1060,3,3,1.0,1
1061,3,3,1.0,1
1062,3,3,1.0,1
1063,3,3,1.0,1
1064,3,3,1.0,1
1065,3,3,1.0,1
1066,3,3,1.0,1
1067,3,3,1.0,1
1068,3,3,0.6666666666666666,2
1069,4,4,1.0,1
1070,6,6,1.0,1
1071,4,4,1.0,1
1072,3,3,1.0,1
1073,3,3,1.0,1
1074,3,3,1.0,1
1075,8,8,1.0,1
1076,3,3,1.0,1
1077,7,7,1.0,1
1078,4,4,1.0,1
1079,3,3,1.0,1
1080,3,3,1.0,1
1081,3,3,1.0,1
1082,3,3,1.0,1
1083,3,3,1.0,1
1084,4,4,1.0,1
1085,3,3,1.0,1
1086,6,6,1.0,1
1087,3,3,1.0,1
1088,3,3,1.0,1
1089,3,3,1.0,1
1090,3,3,0.6666666666666666,2
1091,3,3,1.0,1
1092,3,3,1.0,1
1093,3,3,1.0,1
1094,3,3,1.0,1
1095,3,3,1.0,1
1096,4,4,1.0,1
1097,5,5,1.0,1
1098,3,3,1.0,1
1099,3,3,1.0,1
1100,4,4,1.0,1
1101,3,3,1.0,1
1102,3,3,1.0,1
1103,3,3,1.0,1
1104,3,3,1.0,1
1105,4,4,1.0,1
1106,3,3,1.0,1
1107,3,3,1.0,1
1108,3,3,1.0,1
1109,3,3,1.0,1
1110,3,3,1.0,1
1111,3,3,1.0,1
1112,3,3,1.0,1
1113,3,3,1.0,1
1114,5,5,1.0,1
1115,3,3,1.0,1
1116,4,4,1.0,1
1117,5,5,1.0,1
1118,3,3,1.0,1
1119,3,3,1.0,1
1120,3,3,1.0,1
1121,3,3,1.0,1
1122,3,3,1.0,1
1123,4,4,1.0,1
1124,3,3,1.0,1
1125,3,3,1.0,1
1126,3,3,1.0,1
1127,4,4,1.0,1
1128,3,3,1.0,1
1129,3,3,1.0,1
1130,4,4,1.0,1
1131,3,3,1.0,1
1132,3,3,1.0,1
1133,6,6,1.0,1
1134,7,7,1.0,1
1135,3,3,1.0,1
1136,3,3,1.0,1
1137,4,4,1.0,1
1138,4,4,1.0,1
1139,4,4,1.0,1
1140,3,3,1.0,1
1141,3,3,1.0,1
1142,3,3,1.0,1
1143,8,8,1.0,1
1144,4,4,1.0,1
1145,4,4,1.0,1
1146,5,5,1.0,1
1147,3,3,1.0,1
1148,3,3,1.0,1
1149,3,3,1.0,1
1150,3,3,1.0,1
1151,3,3,1.0,1
1152,4,4,1.0,1
1153,9,9,1.0,1
1154,4,4,1.0,1
1155,3,3,1.0,1
1156,3,3,1.0,1
