community_id,size,labelled_size,purity,n_distinct_synsets
218,6,3,0.3333333333333333,3
219,5,3,0.6666666666666666,2
220,4,4,1.0,1
221,4,2,0.5,2
224,6,6,0.8333333333333334,2
226,4,2,1.0,1
227,4,3,0.6666666666666666,2
228,4,2,0.5,2
229,5,3,0.6666666666666666,2
230,4,4,0.75,2
231,4,2,1.0,1
232,4,3,1.0,1
233,5,3,0.6666666666666666,2
234,6,4,0.25,4
235,7,5,0.4,4
236,4,2,1.0,1
237,4,4,1.0,1
238,4,2,0.5,2
239,5,5,1.0,1
240,4,4,1.0,1
241,6,6,0.5,3
242,4,4,1.0,1
243,11,11,1.0,1
244,5,5,1.0,1
245,4,2,1.0,1
246,4,4,0.25,4
247,4,3,1.0,1
248,4,4,1.0,1
249,4,4,1.0,1
250,7,7,0.8571428571428571,2
251,4,4,1.0,1
252,13,13,1.0,1
253,5,5,1.0,1
254,4,4,1.0,1
255,16,16,1.0,1
256,5,5,1.0,1
257,4,4,1.0,1
258,5,5,1.0,1
259,4,4,1.0,1
260,4,4,1.0,1
261,4,4,1.0,1
262,4,4,1.0,1
263,4,4,1.0,1
264,6,6,1.0,1
265,4,4,1.0,1
266,4,4,1.0,1
267,4,4,1.0,1
268,6,6,1.0,1
269,8,8,1.0,1
270,4,4,0.75,2
271,16,16,1.0,1
272,5,5,1.0,1
273,4,4,0.75,2
274,5,5,1.0,1
275,12,12,0.9166666666666666,2
276,7,7,0.8571428571428571,2
277,4,4,1.0,1
278,4,4,1.0,1
279,4,4,0.75,2
280,4,4,1.0,1
281,10,10,0.8,2
282,5,5,0.8,2
283,4,4,0.75,2
284,4,4,1.0,1
285,4,4,1.0,1
286,4,4,1.0,1
287,5,5,1.0,1
288,13,13,1.0,1
289,36,36,1.0,1
290,4,4,1.0,1
291,4,4,1.0,1
292,6,6,1.0,1
293,4,4,1.0,1
294,11,11,1.0,1
295,4,4,1.0,1
296,6,6,1.0,1
297,4,4,1.0,1
298,5,5,1.0,1
299,5,5,1.0,1
300,4,4,1.0,1
301,4,4,1.0,1
302,4,4,1.0,1
303,4,4,1.0,1
304,5,5,1.0,1
305,4,4,1.0,1
306,6,6,1.0,1
307,5,5,1.0,1
308,4,4,1.0,1
309,7,7,1.0,1
310,4,4,1.0,1
311,7,7,1.0,1
312,7,7,1.0,1
313,4,4,1.0,1
314,4,4,1.0,1
315,6,6,1.0,1
316,4,4,1.0,1
317,4,4,1.0,1
318,4,4,1.0,1
319,5,5,1.0,1
320,4,4,1.0,1
